,Model Number,Accuracy,Sample Count
656,1,0.12722770869731903,42240
657,2,0.12296867370605469,42240
658,3,0.12546144425868988,42240
659,4,0.12824277579784393,42240
660,1,0.12708383798599243,42496
661,2,0.1228371262550354,42496
662,3,0.12531496584415436,42496
663,4,0.1280628740787506,42496
664,1,0.12694166600704193,42752
665,2,0.12270714342594147,42752
666,3,0.12517023086547852,42752
667,4,0.1278851181268692,42752
668,1,0.12680117785930634,43008
669,2,0.1225786954164505,43008
670,3,0.12502722442150116,43008
671,4,0.12770946323871613,43008
672,1,0.12666235864162445,43264
673,2,0.1224517673254013,43264
674,3,0.12488587945699692,43264
675,4,0.127535879611969,43264
676,1,0.1265251487493515,43520
677,2,0.1223263144493103,43520
678,3,0.12474619597196579,43520
679,4,0.12736432254314423,43520
680,1,0.1263895332813263,43776
681,2,0.1222023218870163,43776
682,3,0.12460813671350479,43776
683,4,0.12719476222991943,43776
684,1,0.12625549733638763,44032
685,2,0.1220797672867775,44032
686,3,0.12447167932987213,44032
687,4,0.12702716886997223,44032
688,1,0.12612298130989075,44288
689,2,0.12195862084627151,44288
690,3,0.12433677911758423,44288
691,4,0.12686149775981903,44288
692,1,0.12599200010299683,44544
693,2,0.12183886021375656,44544
694,3,0.12420342862606049,44544
695,4,0.12669771909713745,44544
696,1,0.1258624941110611,44800
697,2,0.12172045558691025,44800
698,3,0.12407159060239792,44800
699,4,0.1265357881784439,44800
700,1,0.12573446333408356,45056
701,2,0.12160339206457138,45056
702,3,0.12394124269485474,45056
703,4,0.1263757050037384,45056
704,1,0.12560786306858063,45312
705,2,0.12148763984441757,45312
706,3,0.12381236255168915,45312
707,4,0.12621740996837616,45312
708,1,0.1254826784133911,45568
709,2,0.12137318402528763,45568
710,3,0.12368491291999817,45568
711,4,0.12606088817119598,45568
712,1,0.12535889446735382,45824
713,2,0.12126000225543976,45824
714,3,0.1235588863492012,45824
715,4,0.1259061098098755,45824
716,1,0.12523646652698517,46080
717,2,0.12114806473255157,46080
718,3,0.12343425303697586,46080
719,4,0.12575304508209229,46080
720,1,0.12511537969112396,46336
721,2,0.12103736400604248,46336
722,3,0.12331099063158035,46336
723,4,0.1256016492843628,46336
724,1,0.1249956265091896,46592
725,2,0.12092787027359009,46592
726,3,0.12318906933069229,46592
727,4,0.12545190751552582,46592
728,1,0.12487717717885971,46848
729,2,0.1208195686340332,46848
730,3,0.12306848168373108,46848
731,4,0.12530380487442017,46848
732,1,0.12476000189781189,47104
733,2,0.12071242928504944,47104
734,3,0.12294919043779373,47104
735,4,0.12515729665756226,47104
736,1,0.12464408576488495,47360
737,2,0.1206064522266388,47360
738,3,0.12283118069171906,47360
739,4,0.1250123679637909,47360
740,1,0.1245294138789177,47616
741,2,0.12050160765647888,47616
742,3,0.12271443754434586,47616
743,4,0.1248689815402031,47616
744,1,0.12441595643758774,47872
745,2,0.12039787322282791,47872
746,3,0.12259893864393234,47872
747,4,0.12472712993621826,47872
748,1,0.12430370599031448,48128
749,2,0.12029524147510529,48128
750,3,0.12248465418815613,48128
751,4,0.12458677589893341,48128
752,1,0.12419263273477554,48384
753,2,0.12019368261098862,48384
754,3,0.12237157672643661,48384
755,4,0.12444789707660675,48384
756,1,0.12408272176980972,48640
757,2,0.1200931966304779,48640
758,3,0.12225968390703201,48640
759,4,0.12431047111749649,48640
760,1,0.12397395819425583,48896
761,2,0.11999374628067017,48896
762,3,0.12214896082878113,48896
763,4,0.12417447566986084,48896
764,1,0.12386631965637207,49152
765,2,0.119895339012146,49152
766,3,0.12203937768936157,49152
767,4,0.1240398958325386,49152
768,1,0.12375979125499725,49408
769,2,0.11979793757200241,49408
770,3,0.12193092703819275,49408
771,4,0.1239067018032074,49408
772,1,0.12365435808897018,49664
773,2,0.11970154196023941,49664
774,3,0.12182358652353287,49664
775,4,0.12377487123012543,49664
776,1,0.12354999780654907,49920
777,2,0.1196061223745346,49920
778,3,0.12171734869480133,49920
779,4,0.1236443892121315,49920
780,1,0.12344670295715332,50176
781,2,0.119511678814888,50176
782,3,0.12161218374967575,50176
783,4,0.12351522594690323,50176
784,1,0.12334444373846054,50432
785,2,0.1194181814789772,50432
786,3,0.12150808423757553,50432
787,4,0.12338737398386002,50432
788,1,0.12324321269989014,50688
789,2,0.11932563036680222,50688
790,3,0.12140502780675888,50688
791,4,0.12326080352067947,50688
792,1,0.12314300239086151,50944
793,2,0.11923400312662125,50944
794,3,0.1213029995560646,50944
795,4,0.12313549965620041,50944
796,1,0.12304378300905228,51200
797,2,0.1191432848572731,51200
798,3,0.12120199203491211,51200
799,4,0.12301144003868103,51200
800,1,0.12294554710388184,51456
801,2,0.11905346810817719,51456
802,3,0.1211019828915596,51456
803,4,0.12288861721754074,51456
804,1,0.1228482723236084,51712
805,2,0.1189645305275917,51712
806,3,0.12100295722484589,51712
807,4,0.12276699393987656,51712
808,1,0.12275195866823196,51968
809,2,0.11887647211551666,51968
810,3,0.12090490013360977,51968
